    i          rs           x          Q2       sigma        stat        syst        norm
  227      63.2455532       0.0515000       2.0500000       0.0000000       0.0032888       2.5000000       2.5000000
  228      63.2455532       0.0515000       3.2500000       0.3781723       0.0038896       1.5000000       2.5000000
  229      63.2455532       0.0515000       5.1500000       0.3863999       0.0047434       1.5000000       2.5000000
  230      63.2455532       0.0515000       8.1500000       0.3898839       0.0058186       1.5000000       2.5000000
  231      63.2455532       0.0515000      12.9000000       0.3975008       0.0072416       1.5000000       2.5000000
  232      63.2455532       0.0515000      20.5000000       0.4154995       0.0092022       1.5000000       2.5000000
  233      63.2455532       0.0515000      32.5000000       0.4421879       0.0117637       1.5000000       2.5000000
  234      63.2455532       0.0515000      51.5000000       0.4696511       0.0154003       1.5000000       2.5000000
  235      63.2455532       0.0515000      81.5000000       0.4859553       0.0207762       1.5000000       2.5000000
  236      63.2455532       0.0815000       1.2900000       0.0000000       0.0028366       2.5000000       2.5000000
  237      63.2455532       0.0815000       2.0500000       0.0000000       0.0033204       2.5000000       2.5000000
  238      63.2455532       0.0815000       3.2500000       0.3485177       0.0039845       2.5000000       2.5000000
  239      63.2455532       0.0815000       5.1500000       0.3544133       0.0048383       1.5000000       2.5000000
  240      63.2455532       0.0815000       8.1500000       0.3704128       0.0059767       1.5000000       2.5000000
  241      63.2455532       0.0815000      12.9000000       0.3923893       0.0074946       1.5000000       2.5000000
  242      63.2455532       0.0815000      20.5000000       0.4120334       0.0094236       1.5000000       2.5000000
  243      63.2455532       0.0815000      32.5000000       0.4209043       0.0120167       1.5000000       2.5000000
  244      63.2455532       0.0815000      51.5000000       0.4169208       0.0155268       1.5000000       2.5000000
  245      63.2455532       0.0815000      81.5000000       0.4064002       0.0205548       1.5000000       2.5000000
  246      63.2455532       0.0815000     129.0000000       0.3990007       0.0273853       1.5000000       2.5000000
  247      63.2455532       0.1290000       1.2900000       0.0000000       0.0029378       2.5000000       2.5000000
  248      63.2455532       0.1290000       2.0500000       0.0000000       0.0034153       2.5000000       2.5000000
  249      63.2455532       0.1290000       3.2500000       0.3664974       0.0040793       2.5000000       2.5000000
  250      63.2455532       0.1290000       5.1500000       0.3824409       0.0049964       2.5000000       2.5000000
  251      63.2455532       0.1290000       8.1500000       0.3792890       0.0061981       1.5000000       2.5000000
  252      63.2455532       0.1290000      12.9000000       0.3688401       0.0077476       1.5000000       2.5000000
  253      63.2455532       0.1290000      20.5000000       0.3567428       0.0098031       1.5000000       2.5000000
  254      63.2455532       0.1290000      32.5000000       0.3514366       0.0123961       1.5000000       2.5000000
  255      63.2455532       0.1290000      51.5000000       0.3560570       0.0160011       1.5000000       2.5000000
  256      63.2455532       0.1290000      81.5000000       0.3677378       0.0206813       1.5000000       2.5000000
  257      63.2455532       0.1290000     129.0000000       0.3790781       0.0273853       1.5000000       2.5000000
  258      63.2455532       0.1290000     205.0000000       0.3825055       0.0369986       1.5000000       2.5000000
  259      63.2455532       0.2050000       2.0500000       0.0000000       0.0036050       2.5000000       2.5000000
  260      63.2455532       0.2050000       3.2500000       0.3473164       0.0043007       2.5000000       2.5000000
  261      63.2455532       0.2050000       5.1500000       0.3285782       0.0052810       2.5000000       2.5000000
  262      63.2455532       0.2050000       8.1500000       0.3189924       0.0065775       2.5000000       2.5000000
  263      63.2455532       0.2050000      12.9000000       0.3255608       0.0082535       1.5000000       2.5000000
  264      63.2455532       0.2050000      20.5000000       0.3318565       0.0104355       1.5000000       2.5000000
  265      63.2455532       0.2050000      32.5000000       0.3346061       0.0133132       1.5000000       2.5000000
  266      63.2455532       0.2050000      51.5000000       0.3285940       0.0170131       1.5000000       2.5000000
  267      63.2455532       0.2050000      81.5000000       0.3144423       0.0220727       1.5000000       2.5000000
  268      63.2455532       0.2050000     129.0000000       0.2985542       0.0291246       1.5000000       2.5000000
  269      63.2455532       0.2050000     205.0000000       0.2883818       0.0376311       1.5000000       2.5000000
  270      63.2455532       0.2050000     325.0000000       0.2882028       0.0521776       1.5000000       2.5000000
  271      63.2455532       0.3250000       3.2500000       0.2805072       0.0049332       2.5000000       2.5000000
  272      63.2455532       0.3250000       5.1500000       0.2825768       0.0060400       2.5000000       2.5000000
  273      63.2455532       0.3250000       8.1500000       0.2791097       0.0075578       2.5000000       2.5000000
  274      63.2455532       0.3250000      12.9000000       0.2661679       0.0095501       2.5000000       2.5000000
  275      63.2455532       0.3250000      20.5000000       0.2430262       0.0120799       1.5000000       2.5000000
  276      63.2455532       0.3250000      32.5000000       0.2260007       0.0155584       1.5000000       2.5000000
  277      63.2455532       0.3250000      51.5000000       0.2151743       0.0198591       1.5000000       2.5000000
  278      63.2455532       0.3250000      81.5000000       0.2113721       0.0259939       1.5000000       2.5000000
  279      63.2455532       0.3250000     129.0000000       0.2115038       0.0335201       1.5000000       2.5000000
  280      63.2455532       0.3250000     205.0000000       0.2109576       0.0445881       1.5000000       2.5000000
  281      63.2455532       0.3250000     325.0000000       0.2064495       0.0591346       1.5000000       2.5000000
  282      63.2455532       0.3250000     515.0000000       0.1986772       0.0806381       1.5000000       2.5000000
  283      63.2455532       0.5150000       5.1500000       0.1403563       0.0091390       2.5000000       2.5000000
  284      63.2455532       0.5150000       8.1500000       0.1225330       0.0110996       2.5000000       2.5000000
  285      63.2455532       0.5150000      12.9000000       0.1106619       0.0140721       2.5000000       2.5000000
  286      63.2455532       0.5150000      20.5000000       0.1041334       0.0180882       2.5000000       2.5000000
  287      63.2455532       0.5150000      32.5000000       0.1013193       0.0232427       1.5000000       2.5000000
  288      63.2455532       0.5150000      51.5000000       0.0959855       0.0302630       1.5000000       2.5000000
  289      63.2455532       0.5150000      81.5000000       0.0888179       0.0385798       1.5000000       2.5000000
  290      63.2455532       0.5150000     129.0000000       0.0805464       0.0505964       1.5000000       2.5000000
  291      63.2455532       0.5150000     205.0000000       0.0730931       0.0670403       1.5000000       2.5000000
  292      63.2455532       0.5150000     325.0000000       0.0680420       0.0904411       1.5000000       2.5000000
  293      63.2455532       0.5150000     515.0000000       0.0658698       0.1182692       1.5000000       2.5000000
  294      63.2455532       0.5150000     815.0000000       0.0663432       0.1612762       1.5000000       2.5000000
  295      63.2455532       0.8150000       8.1500000       0.0142614       0.0414258       2.5000000       2.5000000
  296      63.2455532       0.8150000      12.9000000       0.0109163       0.0439557       2.5000000       2.5000000
  297      63.2455532       0.8150000      20.5000000       0.0085234       0.0550236       2.5000000       2.5000000
  298      63.2455532       0.8150000      32.5000000       0.0066941       0.0695701       2.5000000       2.5000000
  299      63.2455532       0.8150000      51.5000000       0.0053943       0.0951846       1.5000000       2.5000000
  300      63.2455532       0.8150000      81.5000000       0.0046096       0.1290209       1.5000000       2.5000000
  301      63.2455532       0.8150000     129.0000000       0.0041167       0.1713954       1.5000000       2.5000000
  302      63.2455532       0.8150000     205.0000000       0.0037710       0.2096590       1.5000000       2.5000000
  303      63.2455532       0.8150000     325.0000000       0.0034656       0.2782804       1.5000000       2.5000000
  304      63.2455532       0.8150000     515.0000000       0.0031434       0.4016093       1.5000000       2.5000000
  305      63.2455532       0.8150000     815.0000000       0.0028372       0.5850214       1.5000000       2.5000000
  306      63.2455532       0.8150000    1290.0000000       0.0026277       0.7399730       1.5000000       2.5000000
