#: table_doi: 10.17182/hepdata.62289.v1/t7
#: name: Table 7
#: description: Measured double-differential dijet cross sections for the range 0.0 <= y* < 0.5 and jet radius parameter R = 0.6.  The statistical uncertainties from data and MC simulation have been combined.  The three columns correspond to nominal, stronger or weaker correlations between jet energy scale uncertainty components.

#: data_file: Table7.yaml
#: keyword reactions: P P --> JET JET X
#: keyword observables: D2SIG/DM/DYRAP
#: keyword phrases: Inclusive | Double Differential Cross Section | Rapidity Dependence | Proton-Proton Scattering | Dijet Production | Jet Production
#: keyword cmenergies: 7000.0
#: ABS(YRAP(JET1)),,,< 3.0
#: YRAP*,,,0.0-0.5
#: SQRT(S) [GeV],,,7000.0
#: ABS(YRAP(JET2)),,,< 3.0
#: RE,,,P P --> JET JET X
#: R,,,0.6
#: PT(JET2) [GEV],,,> 50
#: PT(JET1) [GEV],,,> 100
#: Correlation assumptions,,,Stronger
M(2JET) [TEV],M(2JET) [TEV] LOW,M(2JET) [TEV] HIGH,D2(SIG)/DM(2JET)/DYRAP* [PB*TEV*-1],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -,sys_6 +,sys_6 -,sys_7 +,sys_7 -,sys_8 +,sys_8 -,sys_9 +,sys_9 -,sys_10 +,sys_10 -,sys_11 +,sys_11 -,sys_12 +,sys_12 -,sys_13 +,sys_13 -,sys_14 +,sys_14 -,sys_15 +,sys_15 -,sys_16 +,sys_16 -,sys_17 +,sys_17 -,sys_18 +,sys_18 -,sys_19 +,sys_19 -,sys_20 +,sys_20 -,sys_21 +,sys_21 -,sys_22 +,sys_22 -,sys_23 +,sys_23 -,sys_24 +,sys_24 -,sys_25 +,sys_25 -,sys_26 +,sys_26 -,sys_27 +,sys_27 -,sys_28 +,sys_28 -,sys_29 +,sys_29 -,sys_30 +,sys_30 -,sys_31 +,sys_31 -,sys_32 +,sys_32 -,sys_33 +,sys_33 -,sys_34 +,sys_34 -,sys_35 +,sys_35 -,sys_36 +,sys_36 -,sys_37 +,sys_37 -,sys_38 +,sys_38 -,sys_39 +,sys_39 -,sys_40 +,sys_40 -,sys_41 +,sys_41 -,sys_42 +,sys_42 -,sys_43 +,sys_43 -,sys_44 +,sys_44 -,sys_45 +,sys_45 -,sys_46 +,sys_46 -,sys_47 +,sys_47 -,sys_48 +,sys_48 -,sys_49 +,sys_49 -,sys_50 +,sys_50 -,sys_51 +,sys_51 -,sys_52 +,sys_52 -,sys_53 +,sys_53 -,sys_54 +,sys_54 -,sys_55 +,sys_55 -,sys_56 +,sys_56 -,sys_57 +,sys_57 -,sys_58 +,sys_58 -,sys_59 +,sys_59 -
1.12,1.06,1.18,290.0,0.57%,-0.57%,4.6%,-4.5%,1.7%,-1.7%,0.9%,-0.8%,1.1%,-1.1%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.9%,-0.8%,0.5%,-0.5%,0.4%,-0.4%,0.6%,-0.6%,1.1%,-1.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.1%,-0.1%,0.2%,-0.2%,0.4%,-0.4%,0.3%,-0.4%,0.3%,-0.3%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.3%,-0.3%,1.1%,-1.0%,0.0%,-0.0%,0.0%,-0.0%,-0.2%,0.1%,-0.2%,0.1%,0.4%,-0.4%,0.2%,-0.2%,1.6%,-1.6%,0.3%,-0.3%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
1.245,1.18,1.31,140.0,0.65%,-0.65%,4.8%,-4.7%,2.1%,-2.1%,0.9%,-0.9%,1.2%,-1.2%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.8%,-0.8%,0.6%,-0.7%,0.5%,-0.5%,0.7%,-0.7%,1.7%,-1.7%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.2%,-0.2%,0.4%,-0.4%,0.4%,-0.4%,0.6%,-0.6%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.3%,-0.3%,0.9%,-0.9%,0.0%,-0.0%,0.0%,-0.0%,-0.1%,0.1%,0.0%,-0.0%,0.2%,-0.2%,0.1%,-0.1%,1.4%,-1.4%,0.3%,-0.3%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
1.38,1.31,1.45,65.6,0.85%,-0.85%,5.1%,-5.0%,2.6%,-2.7%,1.0%,-1.0%,1.3%,-1.3%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.7%,0.8%,-0.8%,0.6%,-0.7%,0.8%,-0.8%,2.5%,-2.5%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.1%,-0.1%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.2%,-0.2%,0.5%,-0.5%,0.3%,-0.3%,0.8%,-0.8%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.2%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.3%,-0.3%,0.7%,-0.7%,0.0%,-0.0%,0.0%,-0.0%,-0.1%,0.0%,0.0%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,1.3%,-1.3%,0.3%,-0.3%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
1.525,1.45,1.6,31.9,1.1%,-1.1%,5.4%,-5.2%,3.3%,-3.3%,1.2%,-1.2%,1.4%,-1.4%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.7%,1.0%,-1.0%,0.9%,-0.9%,0.9%,-0.9%,3.4%,-3.4%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.1%,0.1%,-0.1%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.2%,-0.2%,0.5%,-0.5%,0.3%,-0.3%,1.0%,-1.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.2%,-0.3%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.3%,-0.3%,0.6%,-0.6%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,1.2%,-1.2%,0.4%,-0.4%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
1.6800000000000002,1.6,1.76,14.9,1.5%,-1.5%,5.6%,-5.4%,4.1%,-4.1%,1.4%,-1.4%,1.5%,-1.5%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.7%,1.2%,-1.2%,1.1%,-1.2%,1.1%,-1.1%,4.3%,-4.4%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.1%,0.1%,-0.1%,0.0%,-0.1%,0.1%,-0.1%,0.0%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.1%,0.2%,-0.2%,0.6%,-0.6%,0.3%,-0.3%,1.2%,-1.2%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.3%,-0.4%,0.2%,-0.2%,0.1%,0.0%,0.0%,-0.0%,0.4%,-0.4%,0.5%,-0.5%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,1.1%,-1.1%,0.3%,-0.3%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
1.85,1.76,1.94,7.05,2.1%,-2.1%,5.8%,-5.5%,4.8%,-4.8%,1.6%,-1.6%,1.5%,-1.6%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.6%,-0.7%,1.4%,-1.4%,1.4%,-1.5%,1.2%,-1.2%,5.3%,-5.3%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.2%,0.6%,-0.6%,0.3%,-0.3%,1.3%,-1.3%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.5%,-0.5%,0.4%,-0.4%,0.1%,-0.1%,0.0%,-0.0%,0.4%,-0.4%,0.4%,-0.4%,-0.1%,0.1%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,1.0%,-1.0%,0.3%,-0.3%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
2.0300000000000002,1.94,2.12,3.23,3.0%,-3.0%,5.9%,-5.7%,5.6%,-5.4%,1.8%,-1.8%,1.6%,-1.6%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.6%,-0.6%,1.6%,-1.6%,1.7%,-1.7%,1.4%,-1.4%,6.2%,-6.1%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.2%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.2%,0.7%,-0.7%,0.4%,-0.3%,1.3%,-1.3%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.6%,-0.5%,0.5%,-0.5%,0.1%,-0.1%,0.0%,-0.0%,0.5%,-0.5%,0.4%,-0.3%,-0.9%,0.9%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.1%,1.0%,-1.0%,0.4%,-0.4%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
2.225,2.12,2.33,1.44,4.1%,-4.1%,6.1%,-5.8%,6.2%,-6.0%,2.0%,-2.0%,1.7%,-1.7%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.6%,1.7%,-1.7%,1.9%,-1.9%,1.5%,-1.5%,7.0%,-6.7%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.2%,-0.2%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.2%,0.8%,-0.7%,0.4%,-0.4%,1.4%,-1.4%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.6%,-0.6%,0.6%,-0.6%,0.2%,-0.1%,0.0%,-0.0%,0.6%,-0.6%,0.3%,-0.3%,-1.5%,1.6%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.9%,-0.9%,0.4%,-0.4%,0.1%,-0.1%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
2.44,2.33,2.55,0.681,5.8%,-5.8%,6.3%,-6.0%,6.8%,-6.4%,2.1%,-2.1%,1.8%,-1.8%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.6%,1.9%,-1.9%,2.1%,-2.1%,1.6%,-1.6%,7.6%,-7.2%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.2%,-0.2%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.2%,0.8%,-0.8%,0.4%,-0.4%,1.4%,-1.4%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.6%,0.7%,-0.6%,0.2%,-0.2%,0.0%,-0.0%,0.7%,-0.6%,0.3%,-0.3%,0.7%,-0.7%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.9%,-0.9%,0.4%,-0.4%,0.0%,-0.0%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
2.665,2.55,2.78,0.279,9.0%,-9.0%,6.5%,-6.2%,7.2%,-6.8%,2.2%,-2.2%,1.9%,-1.8%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.6%,2.0%,-2.0%,2.2%,-2.2%,1.7%,-1.7%,8.1%,-7.6%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.2%,-0.2%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.2%,0.8%,-0.8%,0.5%,-0.4%,1.4%,-1.4%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.7%,-0.7%,0.7%,-0.7%,0.2%,-0.2%,0.0%,-0.0%,0.8%,-0.7%,0.2%,-0.2%,5.3%,-6.4%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.9%,-0.8%,0.5%,-0.5%,0.0%,-0.0%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%
3.5249999999999995,2.78,4.27,0.0252,12.0%,-12.0%,8.1%,-7.7%,9.3%,-8.8%,2.9%,-2.8%,2.4%,-2.4%,0.3%,-0.3%,0.0%,-0.0%,0.1%,-0.1%,0.8%,-0.8%,2.6%,-2.6%,3.0%,-2.9%,2.3%,-2.2%,11.0%,-9.8%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.2%,0.0%,-0.0%,0.1%,-0.2%,0.0%,-0.0%,0.1%,-0.1%,0.1%,-0.1%,0.1%,-0.1%,0.3%,-0.3%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.2%,-0.3%,1.0%,-1.0%,0.6%,-0.6%,1.8%,-1.8%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.1%,-0.1%,0.9%,-0.9%,1.0%,-1.0%,0.2%,-0.3%,0.0%,-0.0%,1.7%,-1.6%,0.1%,-0.1%,20.0%,-20.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.0%,-0.0%,0.7%,-0.7%,0.8%,-0.8%,0.0%,-0.0%,0.0%,-0.0%,1.8%,-1.8%,0.5%,-0.5%

